6,8.8916
13,9.7278
30,9.3361
6,8.8918
13,9.8666
30,9.3725
6,8.8917
13,9.7622
30,9.3929
6,8.8924
13,9.2994
6,8.8926
13,9.9166
30,9.0052
6,8.8941
13,10.4171
6,8.8936
13,10.1713
6,8.8691
13,9.4956
30,9.357
6,8.7495
13,9.5934
30,9.0708
6,8.8916
13,9.7292
30,9.2057
6,8.8919
13,9.8928
30,9.6866
6,8.8917
13,9.6105
30,9.4005
6,8.8946
13,9.0323
6,8.8918
13,9.9365
30,8.7889
6,8.8936
13,10.4167
6,8.8918
13,9.8615
30,8.5798
6,8.8918
13,9.7042
30,8.7484
6,8.892
13,10.4153
30,8.9996
6,8.8521
13,9.8097
30,9.3844
6,8.8918
13,9.7259
30,9.4734
6,8.894
13,10.417
6,8.8916
13,9.7233
30,9.3783
6,8.8917
13,9.7942
30,9.197
6,8.892
13,10.0617
30,0.8529
6,8.8915
13,9.5473
30,8.3975
6,8.8921
13,10.1575
30,9.9561
6,8.8425
13,9.4615
30,9.0605
6,8.8919
13,9.8742
30,9.6714
6,8.8918
13,9.8873
30,8.5649
6,8.8923
13,9.2993
30,9.8527
6,8.8924
13,10.3505
30,9.9991
6,8.8918
13,9.9006
30,8.9327
6,8.8931
13,10.4163
6,8.8919
13,9.8793
30,9.6187
6,8.8917
13,9.793
30,9.3784
6,8.8917
13,9.7348
30,9.2513
6,8.8917
13,9.8431
30,9.3723
6,8.8943
13,10.4173
6,8.8922
13,10.2016
30,9.8735
6,8.8918
13,9.7769
30,9.32
6,8.8921
13,10.2397
6,8.8917
13,9.6427
30,9.2047
6,8.8917
13,9.7706
30,9.0046
6,8.892
13,10.0773
30,8.9625
6,8.8921
13,10.1447
30,9.8901
6,8.8929
13,10.4161
6,8.8923
13,10.2898
30,9.7716
6,8.8923
13,10.388
30,9.5538
6,8.8924
13,10.3542
30,10.2312
6,8.8917
13,9.5556
30,9.4059
6,8.8468
13,9.4651
30,9.3202
6,8.9006
13,9.6189
30,9.4037
6,8.8451
13,9.463
30,9.2024
6,8.9013
13,9.8057
6,8.9015
13,9.9069
30,9.0598
6,8.903
13,10.4276
6,8.9025
13,10.1622
6,8.8214
13,9.4326
30,9.2498
6,8.7028
13,9.2802
30,9.0947
6,8.9005
13,9.4437
30,8.6005
6,8.9008
13,9.8671
30,9.6234
6,8.8946
13,9.5265
30,9.362
6,8.9035
13,9.5643
6,8.9007
13,9.8519
30,8.572
6,8.9024
13,10.4271
6,8.9006
13,9.8131
30,8.6228
