6,9.0744
30,15.8379
6,10.1257
6,8.6952
13,8.1751
30,17.7764
6,9.8845
13,9.5339
30,16.0044
13,8.2404
30,17.7642
13,8.2407
6,9.7604
42,19.9471
6,11.9015
6,8.2173
13,8.6215
42,12.9545
6,13.1433
13,5.7379
42,6.6661
13,7.7494
42,15.8052
13,6.4943
6,11.9535
6,8.0694
22,11.7399
6,8.5616
13,9.5328
6,6.2635
13,7.7342
22,13.3975
22,12.0041
13,8.2393
13,7.0904
22,13.1488
6,9.6225
30,12.3515
42,3.6394
6,9.6203
30,16.4135
6,9.9098
42,4.8732
6,9.9069
30,11.9502
42,4.1508
30,16.8967
42,7.4984
6,9.6215
30,17.7
6,8.0151
30,15.2703
22,15.5916
6,9.9084
6,8.1934
22,15.3329
30,17.5894
30,15.9597
22,14.5376
22,15.3314
6,9.422
42,4.2118
6,8.5405
42,4.2767
22,14.64
6,10.2088
6,6.4261
22,18.3882
42,6.076
42,6.4242
22,14.6344
22,16.6747
30,11.8973
42,2.6086
30,15.6713
42,4.6552
13,8.6918
30,12.3182
42,4.5342
13,5.7349
30,17.8389
13,8.6403
42,5.3708
13,5.6302
30,15.6721
30,15.5092
22,12.3372
22,12.3939
13,10.2344
30,17.3242
13,7.6211
30,15.7918
22,13.285
13,12.6938
13,7.7166
22,12.6736
42,4.0142
42,3.7888
22,12.3089
22,12.0645
13,11.4654
42,3.9588
13,6.674
42,5.9067
22,13.069
13,6.2487
13,5.605
22,13.2303
30,11.9651
42,4.5537
30,11.9647
42,4.5528
22,13.996
30,16.7996
30,15.6134
22,15.356
42,6.412
42,7.47
22,14.5693
22,15.1671
